Title,Author,Year,Country,Region,Continent,Read,OriginalLanguage,Pages,Description,Tags,Category
Growth of the Soil,Knut Hamsun,1917,Norway,Northern Europe,Europe,,Norwegian,352,"The epic novel of man and nature that won its author the Nobel Prize in Literature, in the first new English translation in more than ninety years

When it was first published in 1917, Growth of the Soil was immediately recognized as a masterpiece. More than one-hundred years later it still remains a transporting literary experience. In the story of Isak, who leaves his village to clear a homestead and raise a family amid the untilled tracts of the Norwegian back country, Knut Hamsun evokes the elemental bond between humans and the land. Newly translated by the acclaimed Hamsun scholar Sverre Lyngstad, Hamsun's novel is a work of preternatural calm, stern beauty, and biblical power--and the crowning achievement of one of the greatest writers of the twentieth century.",,Novel
Alias Grace,Margaret Atwood,1996,Canada,Northern America,North America,,English,468,"It's 1843, and Grace Marks has been convicted for her involvement in the vicious murders of her employer and his housekeeper and mistress. Some believe Grace is innocent; others think her evil or insane. Now serving a life sentence, Grace claims to have no memory of the murders.

An up-and-coming expert in the burgeoning field of mental illness is engaged by a group of reformers and spiritualists who seek a pardon for Grace. He listens to her story while bringing her closer and closer to the day she cannot remember. What will he find in attempting to unlock her memories?

Captivating and disturbing, Alias Grace showcases best-selling, Booker Prize-winning author Margaret Atwood at the peak of her powers.",,Novel
Beauty and Sadness,Yasunari Kawabata,1963,Japan,Eastern Asia,Asia,,Japanese,206,"The successful writer Oki has reached middle age and is filled with regrets. He returns to Kyoto to find Otoko, a young woman with whom he had a terrible affair many years before.

Otoko is now a painter, living with a younger woman as her lover. Otoko has continued to love Oki and has never forgotten him, but his return unsettles not only her but also her young lover.

This is a work of strange beauty, with a tender touch of nostalgia and a heartbreaking sensitivity to those things lost forever.",,Novel
Austerlitz,W.G. Sebald,2001,Germany,Western Europe,Europe,,German,415,"Austerlitz, the internationally acclaimed masterpiece, is the story of a man’s search for the answer to his life’s central riddle. A small child when he comes to England on a Kindertransport in the summer of 1939, one Jacques Austerlitz is told nothing of his real family by the Welsh Methodist minister and his wife who raise him. When he is a much older man, the fleeting memories return to him, and obeying an instinct he only dimly understands, he follows their trail back to the world he left behind a half century before. There, faced with the void at the heart of twentieth-century Europe, he struggles to rescue his heritage from oblivion.",,Novel
Doctor Faustus,Thomas Mann,1947,Germany,Western Europe,Europe,,German,669,"""The thorn was in my flesh,"" Mann said about the genesis of Doctor Faustus, which was composed during World War II.  ""I knew what I was setting out to do and what task I was imposing upon myself:  to write nothing else than the novel of my era, disguised as the story of an artist's life, a terribly imperilled and sinful artist.""
Adrian Leverkuhn, a former theological student who has become a composer, enters symbolically into a pact with the devil in exchange for two and a half decades of inspired work.  Narrated by Serenus Zeitblom, Leverkuhn's faithful friend, this retelling of the Faust legend turns on the composer's slow descent into syphilitic paralysis.  Densely orchestrated with musical constructions and what Mann called historical ""montage"", the book discourses on the tragedy of Germany, the Schonbergian twelve-tone system, Nietzche, the life of Tchaikovsky, and the introduction of syphilis into Europe.  Mann described Doctor Faustus as ""difficult, weird, uncanny, sad as life.""",,Novel
The Conformist,Alberto Moravia,1951,Italy,Southern Europe,Europe,,Italian,320,A book from Italy.,,Novel
Rubè,Giuseppe Antonio Borgese,1921,Italy,Southern Europe,Europe,,Italian,400,A book from Italy.,,Novel
The Things We Used to Say,Natalia Ginzburg,1969,Italy,Southern Europe,Europe,,Italian,288,A book from Italy.,,Novel
Touba and the Meaning of Night,Shahrnush Parsipur,1989,Iran,Southern Asia,Asia,,Persian,367,A book from Iran.,,Novel
The Tale of Hansuli Turn,Tarashankar Bandyopadhyay,1951,India,Southern Asia,Asia,,Bengali,405,A book from India.,,Novel
A Dream in Polar Fog,Yuri Rytkheu,1970,Russia,Eastern Europe,Europe,,Russian,337,A book from /Russia.,,Novel
No One Sleeps in Alexandria,Ibrahim Abdel Meguid,1996,Egypt,Northern Africa,Africa,,Arabic,416,A book from Egypt.,,Novel
Mulata,Miguel Angel Asturias,1963,Guatemala,Central America,Central America,,Spanish,380,A book from Guatemala.,,Novel
The Ogre,Michel Tournier,1970,France,Western Europe,Europe,,French,395,A book from France.,,Novel
Ravensong,Lee Maracle,1993,Canada,Northern America,North America,,English,192,A book from Canada.,,Novel
Riders in the Chariot,Patrick White,1961,Australia,Australia and New Zealand,Oceania,,English,552,A book from Australia.,,Novel
The Journey,H.G. Adler,1962,Austria,Western Europe,Europe,,German,320,A book from Austria.,,Novel
Panorama,H.G. Adler,1968,Austria,Western Europe,Europe,,German,480,A book from Austria.,,Novel
Vilhelm’s Room,Tove Ditlevsen,1975,Denmark,Northern Europe,Europe,,Danish,154,A book from Denmark.,,Novel
The Queue,Basma Abdel Aziz,2013,Egypt,Northern Africa,Africa,,Arabic,224,A book from Egypt.,,Novel
The Wandering Falcon,Jamil Ahmad,2011,Pakistan,Southern Asia,Asia,,English,181,A book from Pakistan.,,Novel
The Last Brother,Nathacha Appanah,2007,Mauritius,Eastern Africa,Africa,,French,164,A book from Mauritius.,,Novel
The House of Rust,Khadija Abdalla Bajaber,2021,Kenya,Eastern Africa,Africa,,English,272,A book from Kenya.,,Novel
Stone Upon Stone,Wieslaw Mysliwski,1984,Poland,Eastern Europe,Europe,,Polish,534,A book from Poland.,,Novel
The Life Before Us,Romain Gary / Emile Ajar,1975,France,Western Europe,Europe,,French,192,A book from France.,,Novel
The Year of the Hare,Arto Paasilinna,1975,Finland,Northern Europe,Europe,,Finnish,144,A book from Finland.,,Novella
The Skin,Curzio Malaparte,1949,Italy,Southern Europe,Europe,,Italian,368,A book from Italy.,,Novel
The Emperor of Portugallia,Selma Lagerlof,1914,Sweden,Northern Europe,Europe,,Swedish,224,A book from Sweden.,,Novel
The Hive,Wolfgang Koeppen,1953,Germany,Western Europe,Europe,,German,256,A book from Germany.,,Novel
The Hothouse,Wolfgang Koeppen,1953,Germany,Western Europe,Europe,,German,224,A book from Germany.,,Novel
The Last Summer of Reason,Tahar Djaout,1999,Algeria,Northern Africa,Africa,,French,145,A book from Algeria.,,Novella
The Skin of the Sky,Elena Poniatowska,2001,Mexico,Central America,North America,,Spanish,464,A book from Mexico.,,Novel
The Palace of the White Skunks,Reinaldo Arenas,1975,Cuba,Caribbean,North America,,Spanish,318,A book from Cuba.,,Novel
A Sister to Scheherazade,Assia Djebar,1987,Algeria,Northern Africa,Africa,,French,214,A book from Algeria.,,Novel
L’Assommoir,Emile Zola,1877,France,Western Europe,Europe,,French,434,A book from France.,,Novel
Manon Lescaut,Abbe Prevost,1731,France,Western Europe,Europe,,French,192,A book from France.,,Novel
"Corinne, or Italy",Madame de Stael,1807,France,Western Europe,Europe,,French,468,A book from France.,,Novel
His Master’s Voice,Stanislaw Lem,1968,Poland,Eastern Europe,Europe,,Polish,199,A book from Poland.,,Novel
The Mayor of Casterbridge,Thomas Hardy,1886,UK,Northern Europe,Europe,1,English,336,A book from England.,,Novel
The Waves,Virginia Woolf,1931,UK,Northern Europe,Europe,,English,229,,,Novel
Cousin Bette,Honore de Balzac,1846,France,Western Europe,Europe,,French,476,A book from France.,,Novel
Bouvard and Pécuchet,Gustave Flaubert,1881,France,Western Europe,Europe,,French,320,A book from France.,,Novel
David Copperfield,Charles Dickens,1850,UK,Northern Europe,Europe,,English,882,A book from England.,,Novel
Man Alone,John Mulgan,1939,New Zealand,Australia and New Zealand,Oceania,,English,224,A book from New Zealand.,,Novel
The Hills Were Joyful Together,Roger Mais,1953,Jamaica,Caribbean,North America,,English,311,A book from Jamaica.,,Novel
Chilekotha,Shahidul Zahir,2004,Bangladesh,Southern Asia,Asia,,Bengali,200,A book from Bangladesh.,,Novel
In the Time of the Butterflies,Julia Alvarez,1994,Dominican Republic,Caribbean,North America,,English,325,A book from Dominican Republic.,,Novel
Scattered Crumbs,Muhsin Al-Ramli,2000,Iraq,Western Asia,Asia,,Arabic,160,A book from Iraq.,,Novel
Hourglass,Danilo Kis,1972,Serbia,Southern Europe,Europe,,Serbian,247,A book from Serbia.,,Novel
The Physics of Sorrow,Georgi Gospodinov,2011,Bulgaria,Eastern Europe,Europe,,Bulgarian,287,"Using the myth of the Minotaur as its organizing image, the narrator of Gospodinov's long-awaited novel constructs a labyrinth of stories about his family, jumping from era to era and viewpoint to viewpoint, exploring the mindset and trappings of Eastern Europeans. Incredibly moving—such as with the story of his grandfather accidentally being left behind at a mill—and extraordinarily funny—see the section on the awfulness of the question ""how are you?""—Physics is a book that you can inhabit, tracing connections, following the narrator down various ""side passages,"" getting pleasantly lost in the various stories and empathizing with the sorrowful, misunderstood Minotaur at the center of it all.

Physics of Sorrow will appeal to fans of Dave Eggers, Tom McCarthy, and Dubravka Ugresic for its unique structure, humanitarian concerns, and stunning storytelling.",,Novel
Beatus Ille,Antonio Munoz Molina,1986,Spain,Southern Europe,Europe,,Spanish,302,A book from Spain.,,Novel
The Beautiful Things That Heaven Bears,Dinaw Mengestu,2007,Ethiopia,Eastern Africa,Africa,,English,228,A book from Ethiopia.,,Novel
The Murderess,Alexandros Papadiamantis,1903,Greece,Southern Europe,Europe,,Greek,151,A book from Greece.,,Novel
Ion,Liviu Rebreanu,1920,Romania,Eastern Europe,Europe,,Romanian,408,A book from Romania.,,Novel
The Hallipa Concert,Hortensia Papadat-Bengescu,1938,Romania,Eastern Europe,Europe,,Romanian,320,A book from Romania.,,Novel
The Disconnected,Oguz Atay,1972,Turkey,Western Asia,Asia,,Turkish,714,"The Disconnected was the first book of Oguz Atay (1934-1977), and was before its time. First published in 1972 it was a cult book among younger writers, but he never saw a second printing before his premature death. Since it was reprinted in 1984 it has gone through more than 70 editions, and is widely reckoned to be the most important book in modern Turkish literature.

“My life was a game, but I wanted it to be taken seriously,” says Selim, the anti-hero of the novel. But the game has a terrible end with his suicide, and his friend Turgut’s quest to understand this is the story of the book. He meets friends whom Selim had kept separate from each other, he finds documents in a kaleidoscopic variety of styles, sometimes hugely funny, sometimes very moving, as Selim rails against the ugliness of his world whether in satire or in a howl of anguish, taking refuge in words and loneliness.

Under layers of fantasy is the central concept of the Disconnected, tutunamayanlar, literally ‘those who cannot hold on’, poor souls among whom he counts himself, whose sole virtue is that they do not fit into society as it is constituted. He will be their messiah, at whose second coming they will change places with the comfortable of the world. Confronted with this Turgut sees the faultline in his conventional middle class life, and that he too is one of the Disconnected: he takes a train into Anatolia and ‘vanishes���.What could have been a bleak vision of alienation is transformed by the power of language and the imagination.",,Novel
Les Vigiles,Tahar Djaout,1991,Algeria,Northern Africa,Africa,,French,182,A book from Algeria.,,Novel
The Discovery of Heaven,Harry Mulisch,1992,Netherlands,Western Europe,Europe,,Dutch,730,A book from Netherlands.,,Novel
The Twin,Gerbrand Bakker,2006,Netherlands,Western Europe,Europe,,Dutch,343,A book from Netherlands.,,Novel
Garman and Worse,Alexander Kielland,1880,Norway,Northern Europe,Europe,,Norwegian,248,A book from Norway.,,Novel
"The Sea, the Sea",Iris Murdoch,1978,UK,Northern Europe,Europe,,English,502,A book from England.,,Novel
Offshore,Penelope Fitzgerald,1979,UK,Northern Europe,Europe,,English,140,A book from England.,,Novella
The Painted Bird,Jerzy Kosinski,1965,Poland,Eastern Europe,Europe,,English,272,A book from Poland.,,Novel
"Absalom, Absalom!",William Faulkner,1936,USA,Northern America,North America,,English,313,A book from USA.,,Novel
